Time,Sender,Content
2025-07-03 12:00:15,对方,日常骚扰舍友
2025-07-03 12:01:00,对方,哈哈哈哈
2025-07-03 12:06:36,对方,撒库拉
2025-07-03 12:08:45,对方,哈哈哈哈这价格也很2
2025-07-03 12:38:56,对方,哪个好看
2025-07-03 12:40:22,对方,哈哈哈其实只是滤镜不一样
2025-07-03 12:40:58,对方,还有这个
2025-07-03 12:41:02,我,真的假的
2025-07-03 12:41:15,我,我怎么从你的眼里看出来不同的故事
2025-07-03 12:41:18,我,哈哈哈
2025-07-03 12:41:19,对方,哈哈哈哈哈
2025-07-03 12:41:36,对方,可能这个是实况，然后有好几帧吧
2025-07-03 12:41:51,我,第一个吧
2025-07-03 12:42:04,对方,哈哈哈
2025-07-03 12:42:45,对方,朋友圈装了4天
2025-07-03 12:42:50,对方,终于装不下去了
2025-07-03 12:42:58,我,我也装不下去了
2025-07-03 12:43:01,对方,哈哈哈哈哈
2025-07-03 12:43:01,我,你猜为什么？
2025-07-03 12:43:14,对方,不好拍？
2025-07-03 12:43:21,我,这次猜对了
2025-07-03 12:43:36,对方,因为我也是这样哈哈哈哈
2025-07-03 12:43:44,对方,我直接继续抽象
2025-07-03 12:43:56,我,不是很出片
2025-07-03 12:44:06,对方,可以的
2025-07-03 12:44:37,对方,嗷～
2025-07-03 12:44:45,对方,这些像神社啥的
2025-07-03 12:45:37,对方,可爱！
2025-07-03 12:46:09,我,哈哈哈哈
2025-07-03 12:46:32,我,给你看我的表情包
2025-07-03 12:46:41,对方,嗯～
2025-07-03 12:47:24,对方,无敌了
2025-07-03 12:47:27,对方,哈哈哈哈
2025-07-03 12:47:49,对方,给你看看我的
2025-07-03 12:47:56,我,好呀
2025-07-03 12:49:39,我,哈哈哈哈哈
2025-07-03 12:49:39,对方,谁懂
2025-07-03 12:49:41,我,你第一个是一二
2025-07-03 12:50:35,我,咱俩太可爱了
2025-07-03 12:50:45,对方,哈哈哈哈
2025-07-03 12:50:55,对方,我这可爱里带点抽象
2025-07-03 12:50:58,对方,我不行了
2025-07-03 12:51:00,我,哈哈哈
2025-07-03 12:51:02,我,我是纯可爱
2025-07-03 12:51:05,我,不行了
2025-07-03 12:51:36,我,哈哈哈哈
2025-07-03 12:51:43,我,来了来了
2025-07-03 12:51:45,对方,哈哈哈哈哈
2025-07-03 13:25:16,我,小包包吃什么
2025-07-03 14:02:18,我,汤底是醇厚浓郁的豚骨拉面汤
2025-07-03 14:02:18,我,我朋友推荐我去的，我找了半天然后+排队
2025-07-03 14:02:18,我,这个不错
2025-07-03 14:02:18,我,终于吃上了
2025-07-03 14:04:50,我,嗯嗯
2025-07-03 14:07:18,对方,睡了一路
2025-07-03 14:07:34,我,这会到了吗
2025-07-03 14:09:38,我,！！！！
2025-07-03 14:09:40,我,我知道了
2025-07-03 14:09:54,我,手有开放性创伤，沾水了容易发炎
2025-07-03 14:11:18,对方,！
2025-07-03 14:12:03,我,完蛋了我忘记提醒你了
2025-07-03 14:12:27,我,伤口出来期间如果洗澡最好要用创口贴贴上
2025-07-03 14:12:43,我,在不沾水的时候摘下来暴露空气中是可以的
2025-07-03 14:12:48,我,细菌是厌氧菌
2025-07-03 14:12:59,我,你现在有点伤口感染了
2025-07-03 14:13:05,对方,嗯嗯……
2025-07-03 14:13:21,我,服务区有没有药店
2025-07-03 14:13:37,我,嗯嗯嗯，我再看看需要买什么别的药
2025-07-03 14:14:58,我,没有药店的话，超市也可以看看
2025-07-03 14:15:28,我,[捂脸]
2025-07-03 14:15:47,我,噗哈哈哈
2025-07-03 14:16:01,我,小组包如果没有创可贴的话。一定不要再沾水了这只手的伤口
2025-07-03 14:16:12,我,晚上洗澡可以用塑料袋包起来
2025-07-03 14:17:13,我,以后呢，创口贴只能贴半个小时到一个小时，等伤口愈合结痂，就别贴了，严重的话然后擦 百多邦  就行……一般来说，口子在半个小时左右可以结痂的
2025-07-03 14:17:21,我,这个是正确的，我经常受伤
2025-07-03 14:17:54,对方,嗯嗯！
2025-07-03 14:38:38,我,我来了
2025-07-03 14:38:39,我,粉丝来了
2025-07-03 14:38:42,我,小狗来了
2025-07-03 14:38:45,我,宝宝来了
2025-07-03 14:39:00,对方,好呢好呢
2025-07-03 14:39:30,对方,嗯嗯！
2025-07-03 14:39:58,我,我也一直以为丁丁是个人
2025-07-03 14:39:59,对方,是的！我还是喜欢直接吃面条
2025-07-03 14:40:02,对方,哈哈哈哈哈哈
2025-07-03 14:40:37,对方,哈哈哈哈这次不是人了
2025-07-03 14:40:46,对方,这次真丁丁了
2025-07-03 14:41:10,我,哈哈哈哈哈
2025-07-03 14:41:14,我,太好了
2025-07-03 14:41:17,我,你朋友圈的我看过
2025-07-03 14:41:18,我,嘿嘿嘿
2025-07-03 14:41:21,我,喜欢
2025-07-03 14:42:36,我,伤口一定要小心
2025-07-03 14:42:40,我,洗手不要沾到水
2025-07-03 14:42:41,我,很痛的
2025-07-03 14:42:47,我,不要摸沙子啊这种脏的地方
2025-07-03 14:43:18,对方,嗯那！
2025-07-03 14:43:34,我,嗯嘛！
2025-07-03 14:45:43,对方,虽说我现在没啥事但是我也完全不想看那复习题
2025-07-03 14:46:06,我,可能可以回去的火车上看
2025-07-03 14:46:12,我,火车上最起码有小桌板
2025-07-03 14:46:16,我,而且时间更接近
2025-07-03 14:46:25,我,但是我不确定时间够不够
2025-07-03 14:47:28,对方,嗯嗯！
2025-07-03 14:48:12,我,宝宝只要不挂科就行了吧我感觉
2025-07-03 14:48:19,我,复习个80%
2025-07-03 14:48:37,对方,嗯嗯！
2025-07-03 14:49:01,对方,60分我就知足了
2025-07-03 14:49:07,对方,之前我还要90分
2025-07-03 14:49:11,对方,现在给我60就行
2025-07-03 14:49:16,我,嗯嗯
2025-07-03 14:49:17,我,我也觉得
2025-07-03 14:49:21,我,我支持你
2025-07-03 14:49:24,对方,哈哈哈哈
2025-07-03 14:49:26,我,不要挂科就好
2025-07-03 14:49:30,我,挂科有点麻烦
2025-07-03 14:49:36,对方,嗯嗯！
2025-07-03 14:49:44,我,你真乖
2025-07-03 14:50:02,对方,哈哈哈哈
2025-07-03 14:50:18,对方,没错～我是最乖的
2025-07-03 14:50:26,我,嗯嗯！是的
2025-07-03 14:50:28,我,太喜欢你了
2025-07-03 14:50:38,我,这么乖这么可爱这么萌性格又好
2025-07-03 14:50:49,我,美只是你最不值得一提的一点
2025-07-03 14:50:50,对方,哈哈哈哈哈
2025-07-03 15:46:46,对方,从上车开始下雨下到现在
2025-07-03 15:47:09,对方,感觉车上人都要睡过去了
2025-07-03 15:58:26,对方,奇怪的穿搭
2025-07-03 17:36:37,我,粉丝来了
2025-07-03 17:36:51,我,我手机不提示消息
2025-07-03 17:36:55,我,逆天了
2025-07-03 17:37:02,我,竟然是两个小时之前发的
2025-07-03 17:37:57,我,宽松运动风
2025-07-03 17:38:08,我,七彩丹霞
2025-07-03 17:38:12,我,地理书上的
2025-07-03 17:38:19,我,粉丝来了
2025-07-03 17:38:25,我,期待出片
2025-07-03 17:38:26,我,搓手手
2025-07-03 17:40:56,我,我草
2025-07-03 17:41:02,我,裤子湿了半截
2025-07-03 17:41:06,我,鞋子都湿完了吧
2025-07-03 17:41:11,对方,嗯嗯
2025-07-03 17:41:17,我,几点回去啊
2025-07-03 17:41:21,我,真的很难受这种
2025-07-03 17:41:33,对方,现在就在往车上走
2025-07-03 17:41:45,对方,现在已经不在意了，就算裤子湿透了，我也不会说啥
2025-07-03 17:42:10,我,这次给组包磨炼成野人了。。
2025-07-03 17:42:21,我,光脚走路
2025-07-03 17:42:31,我,暴雨走路
2025-07-03 17:42:33,我,沙子走路
2025-07-03 17:42:39,我,真的是
2025-07-03 17:42:47,我,没有男朋友的不要轻易去这个地方哈
2025-07-03 17:42:52,我,不然没人背着走
2025-07-03 17:45:03,对方,哈哈哈哈哈
2025-07-03 17:45:06,对方,到车上了
2025-07-03 17:46:35,我,嗯嗯好！
2025-07-03 17:46:44,我,湿了容易感冒，回去赶紧换衣服
2025-07-03 17:46:45,我,洗澡
2025-07-03 17:47:47,我,好，鞋子湿了的话可以先脱下来，拿湿巾什么的吸一下水吧
2025-07-03 17:47:57,我,脚湿湿的我真的受不了
2025-07-03 17:48:11,对方,嗯嗯
2025-07-03 18:01:05,对方,出片不了一点
2025-07-03 18:01:08,对方,全是背影
2025-07-03 18:01:17,我,全是下雨
2025-07-03 18:01:24,我,天塌了
2025-07-03 18:01:37,对方,那个太阳伞拿着拍遮光人脸黑
2025-07-03 18:01:41,对方,然后就没拍
2025-07-03 18:02:04,我,没有专业摄影师+补光灯的请勿操作哈
2025-07-03 18:02:13,对方,哈哈哈哈
2025-07-03 18:02:27,对方,中国女人是这样
2025-07-03 18:02:50,我,下的雨只是拍照的背景
2025-07-03 18:02:53,我,牛
2025-07-03 18:03:05,对方,哈哈哈哈
2025-07-03 18:03:09,我,小宝宝今天玩的开心吗
2025-07-03 18:03:12,我,会不会不开心
2025-07-03 18:03:24,对方,不过下雨的七彩丹霞确实好看
2025-07-03 18:03:35,我,嗯嗯，你拍的确实也很美
2025-07-03 18:03:49,对方,没有不开心 本来也没打算在这个出片
2025-07-03 18:03:55,对方,嘻嘻
2025-07-03 18:03:59,我,好
2025-07-03 18:04:10,我,你这个牛仔裤
2025-07-03 18:04:16,我,都被打湿成渐变色了
2025-07-03 18:04:32,对方,非常有风格
2025-07-03 18:04:49,我,还有冲锋衣盖不住的大短袖
2025-07-03 18:04:52,我,很有风格
2025-07-03 18:05:06,我,沙漠再也不会干旱了，因为最潮的你来过
2025-07-03 18:05:11,对方,哈哈哈哈哈哈哈
2025-07-03 18:05:37,我,我鉴定一下
2025-07-03 18:05:45,对方,我找一下
2025-07-03 18:05:57,我,怎么看怎么像大短袖
2025-07-03 18:06:09,我,大体恤衫
2025-07-03 18:06:18,对方,ડ🌚ડ
2025-07-03 18:07:51,对方,还是新中式的裙子
2025-07-03 18:08:00,我,我错了
2025-07-03 18:08:05,对方,哈哈哈哈
2025-07-03 18:08:09,对方,雀氏看不出来
2025-07-03 18:08:11,我,小组包的小裙子被我看错了
2025-07-03 18:08:14,我,我真笨
2025-07-03 18:11:27,对方,是这样的
2025-07-03 18:11:36,我,我错了，。。
2025-07-03 18:11:38,我,我的妈呀
2025-07-03 18:11:39,对方,不过他被冲锋衣遮住了，确实看不见
2025-07-03 18:11:41,我,这么美的小裙子
2025-07-03 18:13:19,我,我看出来了
2025-07-03 18:13:31,我,一个领口
2025-07-03 18:18:26,对方,聪明
2025-07-03 18:29:23,对方,换头像了
2025-07-03 18:29:30,对方,好运头像
2025-07-03 18:29:42,对方,哈哈哈哈
2025-07-03 18:30:03,我,哪个平台
2025-07-03 18:30:31,对方,嗯～？
2025-07-03 18:30:39,我,嗷
2025-07-03 18:30:44,我,刚出来
2025-07-03 18:30:45,我,哈哈哈
2025-07-03 18:30:49,对方,哈哈哈哈哈哈
2025-07-03 18:30:52,我,延迟大的嘞
2025-07-03 18:31:00,我,尹紫涵换成啥了
2025-07-03 18:31:00,对方,我刚换
2025-07-03 18:31:13,我,我还以为是延迟
2025-07-03 18:31:49,对方,笑死我
2025-07-03 18:31:51,我,她不跟你用了
2025-07-03 18:32:22,对方,嗯嗯 
2025-07-03 18:32:33,对方,我不跟她用了
2025-07-03 18:32:45,我,好呀
2025-07-03 18:32:52,我,哈哈哈哈
2025-07-03 18:32:58,对方,我说我去换别的头像了我要好运
2025-07-03 18:33:08,我,哈哈哈哈你抛弃了他了
2025-07-03 18:33:08,对方,ડ🌚ડ
2025-07-03 18:33:11,我,好，我支持
2025-07-03 18:33:41,对方,哈哈哈哈
2025-07-03 18:34:40,对方,为啥感觉这个不是很好看
2025-07-03 18:34:52,我,那继续换
2025-07-03 18:34:53,我,嘻嘻
2025-07-03 18:35:10,我,换到满意
2025-07-03 18:36:27,对方,我就这样临时抱佛脚
2025-07-03 18:36:45,我,哈哈哈哈保佑你一定要通过
2025-07-03 18:48:42,对方,我们又下车了
2025-07-03 18:49:38,我, 这次要去什么景点啦
2025-07-03 18:50:09,我,好，哈哈哈哈
2025-07-03 18:50:12,我,饿了吧宝宝
2025-07-03 18:50:24,对方,哈哈哈哈
2025-07-03 18:51:08,我,嗯嗯，高尔基说过，当你无聊的时候不妨吃点东西
2025-07-03 18:51:59,对方,然后，我刚才看相册，我第一天来的时候，我是4000多张照片，我现在已经变成了6000多张
2025-07-03 18:52:14,对方,短短几天拍了半辈子的照片
2025-07-03 18:52:28,我,哈哈哈哈哈哈
2025-07-03 18:52:32,我,很好了很好了
2025-07-03 18:52:53,我,恭喜获得第三张奖励券
2025-07-03 18:53:28,我,嗯嗯嗯明天直接好天气出片！！！
2025-07-03 19:01:54,我,有病吧
2025-07-03 19:01:57,对方,真恶心
2025-07-03 19:02:03,我,没看到你主页挂了鞠婧祎吗
2025-07-03 19:02:05,我,可恶
2025-07-03 19:02:27,我,真讨厌这些人，有对象还跑出来搞事情
2025-07-03 19:02:27,对方,哈哈哈哈
2025-07-03 19:02:59,我,妈呀
2025-07-03 19:03:11,我,我都想要去骂他了
2025-07-03 19:03:29,对方,我都想跟他对象说了，真是的
2025-07-03 19:03:36,我,就是就是
2025-07-03 19:05:41,我,笑死我了你怎么抖音有橱窗
2025-07-03 19:05:42,我,带货
2025-07-03 19:07:39,我,哈哈哈哈我以为你是带货主包
2025-07-03 19:09:29,我,这边怎么这么喜欢吃烤肠
2025-07-03 19:09:40,我,是淀粉肠还是肉肠
2025-07-03 19:09:48,我,好
2025-07-03 19:10:51,我,哈哈哈哈哈
2025-07-03 19:10:54,我,笑死了
2025-07-03 19:10:55,我,我没想到
2025-07-03 19:11:11,我,我之前以为甘肃那边路上的吃的
2025-07-03 19:11:14,我,会是什么
2025-07-03 19:11:20,我,烤牦牛肉
2025-07-03 19:11:29,我,烤盘羊肉
2025-07-03 19:11:32,我,没想到是烤肠
2025-07-03 19:13:30,对方,哈哈哈哈
2025-07-03 19:13:32,对方,没错
2025-07-03 19:15:17,对方,咱俩又跟老板讲价了，买个烤肠也要讲价
2025-07-03 19:15:21,对方,ડ🌚ડ
2025-07-03 19:17:17,我,你太可爱了
2025-07-03 19:17:35,我,我不会讲价。。。
2025-07-03 19:17:38,我,i neeed you
2025-07-03 19:20:29,我,会讲价的女生无敌
2025-07-03 19:20:31,我,理想型
2025-07-03 19:20:32,我,孩子们
2025-07-03 19:20:41,我,我要永远追随你了
2025-07-03 19:20:42,对方,不过我之前买东西都买完了才想起忘了和老板讲价了
2025-07-03 19:20:45,我,哈哈哈哈哈
2025-07-03 19:20:48,对方,ડ🌚ડ
2025-07-03 19:20:53,我,真可爱，健忘的组包
2025-07-03 19:21:02,对方,嘿嘿嘿
2025-07-03 19:21:08,对方,诡秘，我吃饱了
2025-07-03 19:21:19,我,嘻嘻嘻嘻哈哈哈哈
2025-07-03 19:21:22,我,我决定不吃了
2025-07-03 19:21:24,我,晚上继续饿
2025-07-03 19:21:55,我,我怕最近万一吃胖了就不好了，回头还要去找你表白呢呢
2025-07-03 19:22:05,对方,哈哈哈哈哈
2025-07-03 19:22:18,对方,我决定回学校就不吃了
2025-07-03 19:22:24,我,你可以吃
2025-07-03 19:22:30,我,你不长胖
2025-07-03 19:22:31,我,你太瘦了
2025-07-03 19:22:32,对方,我一出来玩就吃吃吃
2025-07-03 19:22:35,我,多吃点宝宝
2025-07-03 19:22:54,我,三思呀
2025-07-03 19:22:55,我,皇上
2025-07-03 19:23:00,对方,哈哈哈哈哈
2025-07-03 19:23:19,我,我靠我刚刚刷到一个大美女
2025-07-03 19:23:26,我,你要不要播
2025-07-03 19:23:29,我,要不要看
2025-07-03 19:23:35,对方,我看我看
2025-07-03 19:24:08,我,美成啥了
2025-07-03 19:24:49,我,谁要给我发
2025-07-03 19:24:51,对方,我只能说，没有对比就没有伤害
2025-07-03 19:27:15,我,我去，这个妆真好看
2025-07-03 19:27:26,对方,还是第一天的妆好看 我第一天还一直说丑
2025-07-03 19:27:32,我,青纯，无妆感的白月光
2025-07-03 19:28:11,对方,然后现在看来还是不错的
2025-07-03 19:28:43,我,嗯嗯，第一天的淡妆是那种像酒一样的
2025-07-03 19:28:46,我,越陈越香
2025-07-03 19:28:51,我,越看越顺眼
2025-07-03 19:28:54,对方,哈哈哈哈这个比喻
2025-07-03 19:28:59,对方,我给100分
2025-07-03 19:29:04,我,嘻嘻
2025-07-03 19:29:08,我,你肯定了我的文采
2025-07-03 19:31:10,我,季润民说这张不好看，我要弄鼠他
2025-07-03 19:31:18,对方,哈哈哈哈哈哈
2025-07-03 19:31:24,我,他说背光挡着了
2025-07-03 19:31:25,我,被
2025-07-03 19:31:28,我,三条线
2025-07-03 19:31:32,我,我说我不管
2025-07-03 19:31:33,对方,你说你细品
2025-07-03 19:31:51,我,他还在解释说有光挡住了，是光不好看
2025-07-03 19:31:53,我,我不听
2025-07-03 19:32:02,对方,哈哈哈哈哈哈
2025-07-03 19:32:09,对方,要的就是这种感觉
2025-07-03 19:32:14,我,哈哈哈哈就是
2025-07-03 19:32:20,我,他不懂
2025-07-03 19:33:59,我,我说你睡觉别睡太死
2025-07-03 19:34:02,我,我要提刀去找你
2025-07-03 19:34:06,对方,哈哈哈哈哈哈
2025-07-03 19:34:11,我,晚上把你吵醒然后给你削水果
2025-07-03 19:34:31,对方,有福了
2025-07-03 19:34:51,对方,嘻嘻现在回酒店啦 但是不知道得多会才能到嘞
2025-07-03 19:35:04,我,季润民挂我电话
2025-07-03 19:35:10,我,他死定了
2025-07-03 19:35:17,我,我决定收回给他带的礼物
2025-07-03 19:35:23,对方,他死定了
2025-07-03 19:35:24,对方,哈哈哈哈哈
2025-07-03 19:35:28,对方,！
2025-07-03 19:35:33,我,嘻嘻
2025-07-03 19:47:44,我,权威这一块
2025-07-03 19:48:07,对方,哈哈哈哈哈哈哈
2025-07-03 19:48:23,对方,《再给你一次机会》
2025-07-03 19:49:00,对方,我不行了
2025-07-03 19:49:36,我,其实
2025-07-03 19:49:41,我,我对其他人很高冷的）
2025-07-03 19:49:55,对方,嗯那
2025-07-03 19:50:11,对方,就这样反差
2025-07-03 19:50:55,我,哈哈哈
2025-07-03 19:53:08,对方,我也是高冷一小女孩
2025-07-03 19:53:13,我,嗯嗯
2025-07-03 19:53:24,我,哈哈哈
2025-07-03 19:53:24,我,我们真是太适合了（不要脸发言）
2025-07-03 19:53:31,我,我给你说个好玩儿的
2025-07-03 19:53:43,对方,好呀好呀
2025-07-03 19:53:47,我,然后问我这个临时借钱
2025-07-03 19:53:50,对方,哈哈哈哈哈哈哈哈
2025-07-03 19:54:13,对方,我跟尹紫涵刚刚还在说
2025-07-03 19:54:14,对方,我不行了
2025-07-03 19:54:27,我,嗯嗯，你说什么的
2025-07-03 19:55:26,我,哈哈哈哈哈
2025-07-03 19:55:44,我,哈哈哈哈你确实有点人机
2025-07-03 19:55:51,对方,ડ🌚ડ
2025-07-03 19:55:55,我,不过我知道你不是讨厌我就好了
2025-07-03 19:56:09,对方,我真不知道回什么哈哈哈哈
2025-07-03 19:56:40,对方,哈哈哈哈哈哈
2025-07-03 19:56:52,对方,当然啦
2025-07-03 19:57:04,对方,我不知道回什么我还是会回的
2025-07-03 19:57:39,我,哈哈哈哈哈可以的
2025-07-03 19:58:04,对方,哈哈哈我都不用想
2025-07-03 19:58:18,对方,肯定全是哈哈哈哈哈
2025-07-03 19:59:20,对方,两个人就是这么强
2025-07-03 19:59:21,对方,啊
2025-07-03 19:59:34,我,谁让我已经为你而着迷？
2025-07-03 19:59:48,我,万一你追男的你就老实了
2025-07-03 20:00:16,对方,追你不老实
2025-07-03 20:00:28,对方,哈哈哈哈
2025-07-03 20:01:10,我,我已经老实了
2025-07-03 20:01:33,我,家人们，男的人机我还会会会处理，女生人机怎么搞啊？
2025-07-03 20:02:45,对方,哈哈哈哈哈CPU烧坏了
2025-07-03 20:03:26,我,请问我去找你表白成功的概率是多大
2025-07-03 20:03:34,我,概率记为p
2025-07-03 20:03:45,对方,我和尹紫涵第一件事是看外卖。
2025-07-03 20:03:53,我,你俩来日本就老实了
2025-07-03 20:04:07,我,日本外卖基本没有
2025-07-03 20:04:13,对方,那真老实了
2025-07-03 20:04:48,对方,概率记为p
2025-07-03 20:05:23,我,？
2025-07-03 20:05:34,我,p是多少呢
2025-07-03 20:05:43,对方,成功率100%
2025-07-03 20:05:56,对方,你知道尹紫涵现在天天让我谈吗。
2025-07-03 20:05:56,我,啊
2025-07-03 20:05:58,我,真的吗
2025-07-03 20:06:02,我,我擦
2025-07-03 20:06:09,我,爽了
2025-07-03 20:06:11,我,你等着吧
2025-07-03 20:06:14,我,不会让你失望的
2025-07-03 20:06:18,对方,我说我都不急 你急什么
2025-07-03 20:06:26,我,哈哈哈哈
2025-07-03 20:06:28,我,皇上不急
2025-07-03 20:06:31,我,太监急
2025-07-03 20:06:42,对方,哈哈哈哈我真是服了
2025-07-03 20:07:21,我,开心到突然失语
2025-07-03 20:08:04,我,。
2025-07-03 20:08:07,我,[流泪]
2025-07-03 20:08:19,对方,咋的啦
2025-07-03 20:08:27,我,没事没事
2025-07-03 20:08:36,我,眼睛进了沙子
2025-07-03 20:08:56,对方,哪吒：沙子里进眼睛了
2025-07-03 20:09:12,对方,不能放过一个梗。
2025-07-03 20:09:18,我,你要笑死我吗
2025-07-03 20:09:20,我,不行了
2025-07-03 20:09:25,我,跟你谈我估计我会天天笑醒
2025-07-03 20:09:29,对方,ડ🌚ડ
2025-07-03 20:09:43,对方,我不行了
2025-07-03 20:12:03,对方,就是这种感觉
2025-07-03 20:13:57,我,刘培宏冷暴力我
2025-07-03 20:14:23,对方,笑死我了
2025-07-03 20:14:42,对方,刘培宏：叽里呱啦说什么呢
2025-07-03 20:14:45,我,笑死了
2025-07-03 20:14:56,对方,我要笑死了
2025-07-03 20:16:57,对方,雨之意境开
2025-07-03 20:23:54,我,买完了
2025-07-03 20:24:10,对方,好～
2025-07-03 20:24:46,我,秘籍，雨走！
2025-07-03 20:24:59,我,【系统提前】秘籍只能日本地区使用
2025-07-03 20:25:02,我,坏了
2025-07-03 20:25:09,对方,施法失败
2025-07-03 20:25:10,我,忘续费会员了
2025-07-03 20:25:13,对方,哈哈哈
2025-07-03 20:26:24,对方,我们这酒店怎么这么偏
2025-07-03 20:26:26,对方,还没到
2025-07-03 20:26:35,对方,周围都没有好吃的
2025-07-03 20:26:54,对方,有一个小女孩轻轻碎掉了
2025-07-03 20:27:08,对方,就是不知道能不能送到
2025-07-03 20:27:22,对方,到了我的天
2025-07-03 20:27:27,我,嗯嗯
2025-07-03 20:27:36,我,看起来怎么样
2025-07-03 20:27:40,对方,周围很空旷啊
2025-07-03 20:27:42,我,我去你们这么亮
2025-07-03 20:29:05,我,来个地址
2025-07-03 20:29:07,我,我来看看
2025-07-03 20:34:04,对方,哈哈哈哈哈
2025-07-03 20:34:45,对方,感觉还不错
2025-07-03 20:35:40,对方,这个跟华住会差不多
2025-07-03 20:35:53,对方,有全身镜，还有空调
2025-07-03 20:35:59,对方,我给100分
2025-07-03 20:36:17,我,好呀好呀，有全身镜，给100分
2025-07-03 20:40:11,我,这对吗
2025-07-03 20:44:21,对方,哈哈哈哈哈
2025-07-03 20:44:35,对方,啥都没有
2025-07-03 20:44:53,我,真的，你们那边儿什么都没有
2025-07-03 20:46:42,对方,对啊
2025-07-03 20:47:37,对方,酸奶和沙枣饼
2025-07-03 20:48:05,我,哈哈哈哈哈哈好
2025-07-03 20:48:47,我,笑死了，感觉我们做什么都同步，下雨也同步，出去玩儿在车上也同步，回酒店也同步，然后吃东西甚至都同步，笑死了
2025-07-03 20:49:00,我,为了安抚一下，我决定一会做一下仰卧起坐
2025-07-03 20:49:05,我,消耗一下热量
2025-07-03 20:50:26,我,笑死了
2025-07-03 20:50:27,我,是的
2025-07-03 20:50:32,我,回去我就继续健身去。。
2025-07-03 20:50:39,我,真的离谱了，在日本吃太好了
2025-07-03 20:51:01,对方,反正来都来了，就是吃
2025-07-03 20:51:06,我,说得好
2025-07-03 20:52:43,我,呀
2025-07-03 20:52:44,对方,已经和尹紫涵在挑选了
2025-07-03 20:53:03,我,好！
2025-07-03 20:53:41,我,"d8京都
雪糕9.13块
茶具6200y
吃饭1450y
买水170y
买吃的707y+36.95块"
2025-07-03 20:54:10,对方,哈哈哈哈
2025-07-03 20:54:20,对方,吃到就是赚到
2025-07-03 20:54:22,对方,ડ🌚ડ
2025-07-03 20:54:52,我,我给我妈带了差不多这样的茶具
2025-07-03 20:54:58,我,比这个好少两个杯子
2025-07-03 20:55:00,我,少
2025-07-03 20:55:25,我,她最近喜欢搁家收藏什么字画石头茶具
2025-07-03 20:55:28,我,我这叫投其所好
2025-07-03 20:55:33,对方,哈哈哈哈哈哈
2025-07-03 20:55:41,对方,那很聪明了
2025-07-03 20:58:24,对方,不过为什么每个酒店的电视都玩不了屏幕镜像
2025-07-03 20:58:56,我,屏幕镜像是什么
2025-07-03 20:58:58,我,投屏？
2025-07-03 20:59:06,对方,嗯嗯差不多
2025-07-03 20:59:16,我,我家那个可以
2025-07-03 20:59:16,对方,就是苹果这个带的一个
2025-07-03 20:59:18,我,哈哈哈
2025-07-03 20:59:20,我,soga
2025-07-03 20:59:27,对方,哈哈哈哈
2025-07-03 21:01:40,对方,两个人看了半天不知道吃什么 。去发抖音了
2025-07-03 21:01:54,我,那你们不饿吗？
2025-07-03 21:02:14,我,要学我减肥吗
2025-07-03 21:02:22,我,好，太好了，不饿就好
2025-07-03 21:02:28,我,哈哈哈哈哈小可爱馋猫
2025-07-03 21:02:50,对方,就是馋啊
2025-07-03 21:03:12,对方,跟尹紫涵呆多了能变胖
2025-07-03 21:03:26,我,哈哈哈哈哈哈
2025-07-03 21:03:37,对方,我一跟她吃就吃吃吃吃吃吃吃吃
2025-07-03 21:04:01,我,哈哈哈哈哈好呀那你跟我也可以吃吃吃
2025-07-03 21:04:06,我,我吃你剩下的
2025-07-03 21:04:23,对方,哈哈哈好呀好呀
2025-07-03 21:04:29,对方,那我什么都要来两口
2025-07-03 21:04:32,我,嘻嘻嘻嘻
2025-07-03 21:04:38,我,你真可爱
2025-07-03 21:04:41,对方,哈哈哈哈
2025-07-03 21:04:58,我,哈哈哈哈哈哈哈哈哈哈
2025-07-03 21:05:00,我,笑死我了
2025-07-03 21:05:43,我,她是/:pig吗哈哈哈
2025-07-03 21:06:13,对方,哈哈哈哈
2025-07-03 21:06:21,对方,🤫
2025-07-03 21:27:15,对方,豆包666
2025-07-03 21:28:16,对方,无敌了豆包
2025-07-03 21:28:23,我,哈哈哈喜欢吗
2025-07-03 21:28:28,我,你检查一下有没有bug
2025-07-03 21:28:38,对方,哈哈哈哈哈哈无敌了
2025-07-03 21:28:44,我,好像没看出来
2025-07-03 21:28:57,对方,真假的
2025-07-03 21:29:50,我,没看出来就是手啊什么有问题的
2025-07-03 21:31:03,对方,这个不好
2025-07-03 21:31:07,对方,豆包滚
2025-07-03 21:31:09,我,笑死了
2025-07-03 21:31:10,我,哈哈哈哈哈
2025-07-03 21:31:13,我,还是侧脸可以
2025-07-03 21:32:10,对方,可以可以 我拍不了侧脸侧脸太丑了
2025-07-03 21:32:44,对方,太吃角度了
2025-07-03 21:32:47,对方,ડ🌚ડ
2025-07-03 21:34:09,我,找好角度就可以了
2025-07-03 21:36:03,我,那张就是稍微拍的，角度有点儿不好，显得没那么精神
2025-07-03 21:36:10,我,你的侧脸肯定还是很美的，不要担心
2025-07-03 21:41:48,对方,明天最后一天
2025-07-03 21:42:49,我,嗯嗯！！！
2025-07-03 21:43:36,对方,嗯嗯
2025-07-03 21:47:52,我,嘻嘻
2025-07-03 21:47:56,我,我猜
2025-07-03 21:48:02,我,你肯定想和我一起换头像
